Fz,FC3,FC1,FCz,FC2,FC4,C5,C3,C1,Cz,C2,C4,C6,CP3,CP1,CPz,CP2,CP4,P1,Pz,P2,POz,true_label
-22.967237732687142,-23.231516817000383,-23.022433276715127,-22.831133729071727,-22.866111371058924,-22.8942980667824,-23.870714925966617,-23.24524048324535,-23.089514691376518,-22.880909378031312,-22.910690926424806,-22.988213872557665,-23.20275574156261,-23.021588709592002,-22.996676986186674,-22.884045238714272,-22.96060979772068,-22.980432277488692,-22.98062540667472,-22.899506741970512,-22.97618476828517,-22.952729591276402,left-hand
-22.970690752922042,-23.10772926885421,-23.027908690667598,-22.896046076260436,-22.94474381350588,-23.078625523836436,-23.630000154066185,-23.188583393084816,-23.11489347519012,-22.921857811451684,-23.04014934883868,-23.289046094471978,-23.739098526882326,-23.329289109886442,-23.255018472326977,-23.251596865451717,-23.22064983211128,-23.37630022536651,-23.35850269219944,-23.38343322967689,-23.404541281256353,-23.38477867219401,right-hand
-22.851086719449786,-22.855268276813987,-22.767753176327357,-22.648440389993922,-22.759547177460163,-22.92638642950155,-23.40099267209968,-23.08881486537988,-22.82059436756454,-22.747233868683047,-22.871641532747045,-23.128344998094732,-23.488196881431158,-23.250920969722298,-23.020141399777003,-22.942875386405994,-23.08307334298479,-23.237401483824808,-23.240906856840784,-23.115613571877915,-23.22355225929438,-23.222953003988817,left-hand
-22.736151107680943,-22.804398260486593,-22.52841224218352,-22.35276597476908,-22.385865731636,-22.553544030367068,-23.279978440672707,-22.733847216547012,-22.421850653054015,-22.201787918111254,-22.421363514439065,-22.663971751412735,-23.111549041112315,-22.759177578912375,-22.538181872411364,-22.386657818296925,-22.564648395789064,-22.881076454034574,-22.783996125686475,-22.728276348353454,-22.96950143184839,-23.04662793353574,left-hand
-22.84598244826823,-23.387909800114414,-23.064427914174438,-22.78134650282833,-22.836586857917897,-22.82787081088185,-24.054914623878837,-23.380872208281616,-22.965628053995765,-22.903008945201996,-22.921297758377214,-22.9978734026413,-23.094388014930818,-23.177904439411122,-23.083602536813945,-22.841306446661992,-22.96472675245973,-22.992106842291225,-23.03342895201325,-22.896590149014386,-22.92827556677544,-22.818616648837846,right-hand
-23.00619194379202,-23.20785134079752,-23.098770625923986,-23.024024405387948,-23.088518338931152,-23.139501032252817,-23.36746110285388,-23.15360918074514,-23.11053247443714,-23.061031749279326,-23.13051328188025,-23.247677371119888,-23.469135995505262,-22.941400472562627,-22.99880555821891,-23.028890709271206,-23.138893691161826,-23.201104741128162,-22.950799129520366,-22.996941281319444,-23.133413783685782,-23.05417159403847,left-hand
-22.80075593005934,-23.087488288360504,-22.869747071963804,-22.756198533180914,-22.763725846249137,-22.893667247781327,-23.813932918260747,-23.227529934207173,-22.97953055994227,-22.80789744422972,-22.875688666391326,-22.982145310201417,-23.633266063187264,-23.150421323851067,-23.09401254301453,-22.87811440021535,-22.94695428561645,-23.006984950148397,-23.189933536465393,-23.01256995359094,-23.0535233175436,-23.202755058626664,right-hand
-22.919735598977148,-23.24843113765077,-22.953709397747247,-22.762740217145105,-22.952822227384065,-23.14132141837954,-23.767577420436307,-23.224261536032188,-22.937373622540257,-22.743501429815172,-23.005874431143777,-23.24631966744319,-23.764665323748574,-23.450043857110803,-23.176122902951956,-22.99925399263328,-23.121354896067746,-23.380022209603595,-23.419766758461925,-23.288626293454467,-23.318513135788628,-23.315828522453355,right-hand
-23.65081188954522,-23.595199371702577,-23.5377239185095,-23.390919686469637,-23.462381326968707,-23.497565158390014,-24.199754534821597,-23.76747170491028,-23.42895100666491,-23.411434146728677,-23.499386025516696,-23.62611372350347,-23.68557494090086,-23.705010811537186,-23.48789438226799,-23.42351459365045,-23.59998190809792,-23.69591547898365,-23.578951433222375,-23.522337408548477,-23.644712770654408,-23.562701895932214,right-hand
-23.07769479652579,-23.21028733895139,-23.02373620130853,-23.022105910425296,-23.08116929065743,-23.30638002159479,-23.70800019327217,-23.227409063330022,-23.106470411302233,-23.10382865822957,-23.17886130011039,-23.36926963511964,-23.611188109337615,-23.36732878827995,-23.155363288306066,-23.156420730790774,-23.284694017230724,-23.32735399029276,-23.20309157490318,-23.165587338011797,-23.24194266360466,-23.140084901604514,right-hand
-23.20567659588423,-23.119878858754774,-23.13034853083237,-23.040612554457176,-23.148423025160206,-23.247218767470077,-23.573233302293737,-23.383842811217267,-23.27340375264706,-23.10012305025156,-23.276473815666844,-23.29220259711973,-23.435447533422575,-23.63482061475002,-23.55204601550221,-23.38260448698063,-23.37366352842148,-23.318342293265598,-23.769835150730618,-23.632626583429666,-23.567520470714403,-23.603628364532078,right-hand
-22.95748932302772,-23.544928157379115,-23.1083052304415,-22.8593314198878,-22.734316932620338,-22.73555739073004,-24.387864006027073,-23.661810101405447,-23.25160451475598,-22.923895740054,-22.95219592623452,-23.050330833793545,-23.278720360927522,-23.8321484059581,-23.440116628038105,-23.27986237252533,-23.21352825685329,-23.221306379350274,-23.632553805963354,-23.525149428365623,-23.49768194194482,-23.689864644857025,left-hand
-22.927617766253437,-22.859970347564243,-22.896944952725452,-22.941020256199256,-22.824213225597443,-22.825610720343047,-23.0508577417428,-22.83852186951759,-22.819589888547416,-22.80877502021846,-22.782388030772633,-22.831859353690565,-22.941840543808674,-22.742801075400614,-22.747340840572424,-22.761365816955944,-22.71903006756177,-22.78332909552566,-22.603388797309123,-22.569216786212312,-22.649571181544115,-22.451485231965727,right-hand
-23.574692916798625,-23.442477530299648,-23.48923285438611,-23.466699233307157,-23.591439404393153,-23.63886925306731,-23.579972011938562,-23.39757029074614,-23.538821122056245,-23.487749675288775,-23.594515056344985,-23.60683198255697,-23.49425595360405,-23.504210601899963,-23.613738918335002,-23.590888364221676,-23.634465796688723,-23.656205860368765,-23.571828331484966,-23.57421752860964,-23.567656701350618,-23.37669158957503,left-hand
-23.355064968010417,-23.469654472982317,-23.267243559768367,-23.348414227116592,-23.473608427167722,-23.701342731326385,-23.611328023356656,-23.66693901329958,-23.432730478602544,-23.44644028735711,-23.586899662194607,-23.777790032111593,-23.658748386614857,-23.466509550987425,-23.51979783025809,-23.463550132863112,-23.569259090411066,-23.66978642031157,-23.383804751117363,-23.43983496358403,-23.494530363078795,-23.29524386030807,left-hand
-23.04048857972251,-23.21511428813812,-22.989058926038496,-22.835457318313104,-23.00353080079773,-23.013643468963146,-23.530666475110955,-23.30825685078047,-23.20828056294797,-22.99304664828881,-23.061399978520264,-23.123566630543692,-23.267318954942006,-23.097119096023473,-23.307690979599755,-23.138261427291926,-23.16615196756778,-23.30098440125402,-23.40294927966878,-23.399089749392683,-23.45293793376586,-23.551368494981862,left-hand
-22.531197336864018,-22.67041891892003,-22.466992319024392,-22.45253025309382,-22.411371258981234,-22.610793633056915,-23.085028177038847,-22.92875074590017,-22.663884225961066,-22.57822548988679,-22.58544381252578,-22.74773937909652,-22.93152429848616,-23.297538150995557,-23.02852058221202,-22.91949385405271,-22.857988346341,-22.873947586584798,-23.441807415471498,-23.273535199964055,-23.13859240060677,-23.57427033836071,right-hand
-23.092492898752955,-23.121052234675183,-22.972033662809075,-22.877426699067332,-22.91635049324378,-23.004168545866303,-23.2987179053874,-23.12235207096171,-22.993720682706517,-22.88887469055232,-22.94237063965231,-23.00507146942138,-23.182884140091087,-22.990919327157417,-23.0237352496493,-22.983398947434015,-22.98878191019039,-22.953575690904046,-23.09985395941031,-23.071938089296722,-23.048109145410553,-23.183218834058763,right-hand
-23.311298054646716,-23.103828452026402,-23.06061003799637,-23.035793227073455,-23.165566391309692,-23.311884505343066,-23.25445783883003,-23.13015395626513,-23.07953175994911,-23.040212329102513,-23.23068649447995,-23.299805357916952,-23.34328960861953,-23.21942621638652,-23.203608409332347,-23.259884802968536,-23.278069086773524,-23.32228228147133,-23.21664432202019,-23.215481850006675,-23.27999368791348,-23.116579555300856,left-hand
-22.936930364280258,-22.885815279033988,-22.793687057614054,-22.832254542294162,-22.96105572454406,-23.089251589573454,-23.279530718112575,-23.106277223352652,-23.0392743240099,-22.93682810851984,-23.165773245511012,-23.300561818877753,-23.422185220815862,-23.329309132356823,-23.29149795485702,-23.220371995789378,-23.349020752358765,-23.45816853136102,-23.511617797217436,-23.444141164149467,-23.50551610270191,-23.5145227563391,right-hand
-22.815854799287045,-22.96967614255522,-22.91049376048064,-22.736124768291774,-23.01586562534573,-23.08287846335062,-23.426804906270974,-23.37530381853278,-23.16897088392984,-23.095478468684856,-23.25247931171683,-23.268047703660535,-23.267647919230246,-23.514558047105087,-23.505617485420526,-23.41148196804357,-23.44210930200436,-23.420512683687413,-23.555919378309778,-23.54195905534374,-23.530254987216278,-23.434551313137646,left-hand
-22.798855097505008,-22.887388902363913,-22.70071079865758,-22.606580857102653,-22.787321438263778,-22.981781863016824,-23.216757780969903,-22.975738848199267,-22.765913260510505,-22.711386022964113,-22.89004592982577,-23.100457871585796,-23.153375033683787,-23.125135959912352,-23.004246659342826,-23.00159431132529,-23.12835440192417,-23.28602903675118,-23.27353984247144,-23.22833615255531,-23.37742557334639,-23.371867258415502,right-hand
-22.834786508921614,-23.086829105555974,-22.816791771668196,-22.79245879048389,-23.034513563696482,-23.11570329439336,-23.347836493460477,-23.23158757441401,-23.153800353008837,-23.092173777230332,-23.224662725041266,-23.290453912151623,-23.28102402994467,-23.151073971793267,-23.292957561814017,-23.290744215187278,-23.367769815464356,-23.406508898057396,-23.320265284453868,-23.34062840808086,-23.42922633837963,-23.22309761494002,left-hand
-22.719150556156148,-22.96297789703625,-22.769753930983306,-22.65469878772546,-22.654995842691566,-22.73048643643068,-23.241638021502922,-23.025729915992187,-22.744103912744887,-22.63306015308892,-22.791526602097136,-22.996770264294867,-23.046966642390185,-23.08279002274025,-22.937138572574472,-22.906427564200342,-22.951629606394825,-23.156527558163003,-23.122254083532066,-23.067330043105954,-23.13092252402227,-23.03680519875195,right-hand
-22.375153241211528,-22.584284608447316,-22.35492573907784,-22.221327505302458,-22.295614007077287,-22.458041588938702,-22.95170885769938,-22.673707512442927,-22.375761488277917,-22.211397991746622,-22.342090769513018,-22.54150762673232,-22.791698934857635,-22.618918621719434,-22.433098435273802,-22.348336000970466,-22.428062300716046,-22.583681117413715,-22.605301394857406,-22.557686184371335,-22.653628897366236,-22.777918677497993,right-hand
-22.63669747554643,-22.6237896133312,-22.523941990401774,-22.393337955669757,-22.50410107783168,-22.653699359566087,-22.928152050260096,-22.66818540889891,-22.513911024720358,-22.443674171739342,-22.61800498111943,-22.837322138339143,-22.949725126400264,-22.798901002924048,-22.71409327642303,-22.630551928247066,-22.827901402455204,-23.039117076709104,-23.01840808896893,-22.965905554873153,-23.11832434166179,-23.16640745556771,right-hand
